State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
West Virginia,WV,54,1975,.,100,61.43,43.51
West Virginia,WV,54,1976,1.5,101.5,62.35,44.17
West Virginia,WV,54,1977,19.99,121.79,74.81,52.99
West Virginia,WV,54,1978,7.22,130.58,80.21,56.82
West Virginia,WV,54,1979,6.28,138.78,85.25,60.39
West Virginia,WV,54,1980,17.1,162.52,99.83,70.72
West Virginia,WV,54,1981,-3.3,157.15,96.53,68.38
West Virginia,WV,54,1982,-18.9,127.44,78.28,55.45
West Virginia,WV,54,1983,16.77,148.82,91.42,64.76
West Virginia,WV,54,1984,-0.1,148.66,91.32,64.69
West Virginia,WV,54,1985,-1.47,146.48,89.98,63.74
West Virginia,WV,54,1986,3.67,151.86,93.28,66.08
West Virginia,WV,54,1987,0.88,153.2,94.11,66.66
West Virginia,WV,54,1988,1.13,154.93,95.17,67.42
West Virginia,WV,54,1989,2.77,159.21,97.8,69.28
West Virginia,WV,54,1990,2.25,162.79,100,70.84
West Virginia,WV,54,1991,3.54,168.56,103.54,73.35
West Virginia,WV,54,1992,3.01,173.65,106.67,75.56
West Virginia,WV,54,1993,4.33,181.17,111.29,78.83
West Virginia,WV,54,1994,5.12,190.45,116.99,82.87
West Virginia,WV,54,1995,4.71,199.42,122.5,86.78
West Virginia,WV,54,1996,3.3,205.99,126.54,89.63
West Virginia,WV,54,1997,3.05,212.28,130.4,92.37
West Virginia,WV,54,1998,3.51,219.72,134.97,95.61
West Virginia,WV,54,1999,1.87,223.83,137.49,97.39
West Virginia,WV,54,2000,2.68,229.82,141.17,100
West Virginia,WV,54,2001,3.76,238.46,146.48,103.76
West Virginia,WV,54,2002,2.23,243.77,149.74,106.07
West Virginia,WV,54,2003,1.92,248.46,152.62,108.11
West Virginia,WV,54,2004,5.68,262.57,161.29,114.25
West Virginia,WV,54,2005,9.47,287.44,176.57,125.08
West Virginia,WV,54,2006,5.44,303.08,186.17,131.88
West Virginia,WV,54,2007,1.64,308.04,189.22,134.04
West Virginia,WV,54,2008,-0.64,306.06,188.01,133.18
West Virginia,WV,54,2009,-3.13,296.49,182.13,129.01
West Virginia,WV,54,2010,-1.84,291.03,178.77,126.64
West Virginia,WV,54,2011,-1.71,286.06,175.72,124.47
West Virginia,WV,54,2012,-0.7,284.06,174.49,123.61
West Virginia,WV,54,2013,1.44,288.16,177.01,125.39
West Virginia,WV,54,2014,2.65,295.79,181.69,128.71
West Virginia,WV,54,2015,1.7,300.82,184.79,130.9
West Virginia,WV,54,2016,1.84,306.37,188.19,133.31
West Virginia,WV,54,2017,1.1,309.74,190.27,134.78
West Virginia,WV,54,2018,2.5,317.49,195.03,138.15
West Virginia,WV,54,2019,1.99,323.82,198.91,140.9
West Virginia,WV,54,2020,2.35,331.43,203.59,144.21
West Virginia,WV,54,2021,7.84,357.4,219.54,155.52
West Virginia,WV,54,2022,10.6,395.28,242.81,172
West Virginia,WV,54,2023,6.08,419.3,257.56,182.45
Wisconsin,WI,55,1975,.,100,46.97,28.87
Wisconsin,WI,55,1976,3.59,103.59,48.65,29.9
Wisconsin,WI,55,1977,15.55,119.69,56.22,34.55
Wisconsin,WI,55,1978,15.97,138.81,65.19,40.07
Wisconsin,WI,55,1979,11.25,154.42,72.53,44.58
Wisconsin,WI,55,1980,3.98,160.57,75.41,46.35
Wisconsin,WI,55,1981,-2.67,156.28,73.4,45.12
Wisconsin,WI,55,1982,-3.77,150.4,70.64,43.42
Wisconsin,WI,55,1983,11.06,167.04,78.45,48.22
Wisconsin,WI,55,1984,1.27,169.16,79.45,48.83
Wisconsin,WI,55,1985,2.21,172.9,81.21,49.91
Wisconsin,WI,55,1986,2.57,177.35,83.29,51.2
Wisconsin,WI,55,1987,1.62,180.22,84.64,52.02
Wisconsin,WI,55,1988,6.19,191.38,89.88,55.25
Wisconsin,WI,55,1989,6.05,202.95,95.32,58.59
Wisconsin,WI,55,1990,4.91,212.92,100,61.46
Wisconsin,WI,55,1991,4.28,222.04,104.28,64.1
Wisconsin,WI,55,1992,3.98,230.87,108.43,66.65
Wisconsin,WI,55,1993,4.54,241.35,113.35,69.67
Wisconsin,WI,55,1994,6.98,258.19,121.26,74.53
Wisconsin,WI,55,1995,7.93,278.68,130.88,80.45
Wisconsin,WI,55,1996,3.71,289.01,135.74,83.43
Wisconsin,WI,55,1997,4.6,302.29,141.98,87.26
Wisconsin,WI,55,1998,2.86,310.93,146.03,89.76
Wisconsin,WI,55,1999,4.57,325.14,152.7,93.86
Wisconsin,WI,55,2000,6.54,346.41,162.7,100
Wisconsin,WI,55,2001,5.18,364.36,171.13,105.18
Wisconsin,WI,55,2002,3.86,378.45,177.74,109.25
Wisconsin,WI,55,2003,3.31,390.99,183.63,112.87
Wisconsin,WI,55,2004,7.54,420.46,197.47,121.38
Wisconsin,WI,55,2005,8.3,455.37,213.87,131.45
Wisconsin,WI,55,2006,3.54,471.5,221.45,136.11
Wisconsin,WI,55,2007,1.08,476.57,223.83,137.57
Wisconsin,WI,55,2008,-1.26,470.55,221,135.83
Wisconsin,WI,55,2009,-3.86,452.38,212.46,130.59
Wisconsin,WI,55,2010,-4.19,433.43,203.57,125.12
Wisconsin,WI,55,2011,-3.26,419.32,196.94,121.05
Wisconsin,WI,55,2012,-1.73,412.08,193.54,118.96
Wisconsin,WI,55,2013,-0.2,411.24,193.14,118.71
Wisconsin,WI,55,2014,1.66,418.06,196.35,120.68
Wisconsin,WI,55,2015,2.83,429.89,201.9,124.1
Wisconsin,WI,55,2016,4.01,447.12,209.99,129.07
Wisconsin,WI,55,2017,5.09,469.88,220.68,135.64
Wisconsin,WI,55,2018,5.53,495.88,232.9,143.15
Wisconsin,WI,55,2019,4.83,519.83,244.14,150.06
Wisconsin,WI,55,2020,2.57,533.2,250.42,153.92
Wisconsin,WI,55,2021,9.96,586.32,275.37,169.25
Wisconsin,WI,55,2022,14.62,672.02,315.62,193.99
Wisconsin,WI,55,2023,10.33,741.42,348.22,214.03
Wyoming,WY,56,1975,.,100,56.34,33.35
Wyoming,WY,56,1976,16,116,65.35,38.69
Wyoming,WY,56,1977,14.47,132.78,74.81,44.29
Wyoming,WY,56,1978,15.27,153.05,86.23,51.05
Wyoming,WY,56,1979,22.37,187.29,105.52,62.47
Wyoming,WY,56,1980,5.86,198.28,111.71,66.13
Wyoming,WY,56,1981,12.82,223.69,126.02,74.61
Wyoming,WY,56,1982,2.19,228.59,128.79,76.24
Wyoming,WY,56,1983,-7.93,210.47,118.58,70.2
Wyoming,WY,56,1984,-6.52,196.74,110.84,65.62
Wyoming,WY,56,1985,-2.76,191.31,107.78,63.81
Wyoming,WY,56,1986,-0.43,190.49,107.32,63.54
Wyoming,WY,56,1987,-9.01,173.32,97.65,57.81
Wyoming,WY,56,1988,-8.88,157.93,88.98,52.68
Wyoming,WY,56,1989,4.85,165.59,93.29,55.23
Wyoming,WY,56,1990,7.19,177.5,100,59.2
Wyoming,WY,56,1991,6.18,188.47,106.18,62.86
Wyoming,WY,56,1992,5.42,198.68,111.94,66.27
Wyoming,WY,56,1993,7.46,213.5,120.29,71.21
Wyoming,WY,56,1994,8.42,231.49,130.42,77.21
Wyoming,WY,56,1995,9.25,252.9,142.48,84.35
Wyoming,WY,56,1996,3.84,262.6,147.95,87.59
Wyoming,WY,56,1997,3.26,271.17,152.78,90.45
Wyoming,WY,56,1998,2.91,279.07,157.22,93.08
Wyoming,WY,56,1999,2.37,285.68,160.95,95.29
Wyoming,WY,56,2000,4.95,299.81,168.91,100
Wyoming,WY,56,2001,5.64,316.73,178.44,105.64
Wyoming,WY,56,2002,5.56,334.33,188.36,111.51
Wyoming,WY,56,2003,4.88,350.64,197.55,116.95
Wyoming,WY,56,2004,8.84,381.63,215,127.29
Wyoming,WY,56,2005,11.69,426.26,240.15,142.17
Wyoming,WY,56,2006,12.64,480.15,270.51,160.15
Wyoming,WY,56,2007,9.33,524.94,295.75,175.09
Wyoming,WY,56,2008,1.91,534.96,301.39,178.43
Wyoming,WY,56,2009,-2.54,521.35,293.73,173.89
Wyoming,WY,56,2010,-3.63,502.42,283.06,167.58
Wyoming,WY,56,2011,-1.63,494.25,278.45,164.85
Wyoming,WY,56,2012,1,499.2,281.25,166.51
Wyoming,WY,56,2013,2.19,510.12,287.4,170.15
Wyoming,WY,56,2014,3.53,528.15,297.55,176.16
Wyoming,WY,56,2015,2.91,543.53,306.22,181.29
Wyoming,WY,56,2016,1.9,553.86,312.04,184.74
Wyoming,WY,56,2017,1.59,562.68,317.01,187.68
Wyoming,WY,56,2018,3.45,582.12,327.96,194.16
Wyoming,WY,56,2019,4.38,607.6,342.32,202.66
Wyoming,WY,56,2020,3.83,630.87,355.43,210.42
Wyoming,WY,56,2021,9.44,690.41,388.97,230.28
Wyoming,WY,56,2022,14.59,791.12,445.71,263.87
Wyoming,WY,56,2023,5.29,833,469.3,277.84
